FilmID,Title,Genre,DirectorName,Length,Rating
4883,Speak market indicate write together benefit.,comedy,Paula Price,0.6,24.04
1709,Eye strong feel edge material activity.,documentary,Richard Wiggins,2.42,24.09
936,Debate meet role.,comedy,Marcus Nelson,1.76,24.11
8756,Drug around charge adult.,scifi,Charlene Chen,2.33,24.26
9818,Little some draw point.,scifi,Lauren Scott,2.28,24.27
1751,Test born research per east increase event add.,documentary,Steven Hall,0.87,24.32
9600,Indicate heavy discussion level.,scifi,Kimberly Fields,3.03,24.41
8555,Paper place else push with.,scifi,Jamie Williams DDS,0.9,24.43
1503,Need property treat deal or.,documentary,Donald Guzman,0.87,24.65
4132,Address for new audience buy player consider.,comedy,Robert Fritz,0.58,24.65
3116,Race require poor when throw somebody dark.,scifi,Sarah Powell,0.6,24.71
7122,Rule leave provide interview.,scifi,Wendy Clark,0.41,24.81
9382,Rich exist job type gas.,comedy,Emily Ramirez,0.69,24.86
6695,Arrive agree food month why goal late outside.,comedy,Jeffrey Price,2.33,24.89
4384,Full put others reach visit trade major.,scifi,Jeremy Fletcher,1.74,24.93
1583,Here science create green while big.,romance,Tyler Higgins,2.28,25.09
4141,Summer on film lay director start.,romance,Gregory Baldwin,0.25,25.11
3264,Moment whom similar serious safe civil use.,comedy,Jeffrey Collins,2.18,25.12
5015,Former or drug adult campaign say option.,comedy,Kevin Lewis,2.98,25.22
9996,Building responsibility yet production girl control.,documentary,Brian Maxwell,0.37,25.29
2354,Though conference series none group analysis manager.,comedy,Eric Jackson,1.23,25.36
5181,Idea list at goal food law subject.,romance,Corey Elliott,0.22,25.49
5844,Tonight debate even character type campaign.,scifi,Erin Rice,1.21,25.51
736,Collection husband most that American.,scifi,Natalie Ross,0.89,25.55
5693,Itself support local.,romance,Alex Calderon,1.11,25.69
6753,Even why represent not fly.,documentary,Victoria Cook,1.78,25.79
3776,Imagine million young television behind capital party.,romance,Jennifer Smith DVM,2.72,25.82
6894,Station lead name thought play a oil.,scifi,Dennis Phillips,3.07,25.88
9187,Our plant try subject treat show mother.,scifi,David Long,2.91,25.89
3753,Let character amount against early increase maybe.,comedy,Grant Garcia,2.1,25.95
7921,New around economy Mrs growth operation.,comedy,Joshua Marsh,1.46,25.95
9922,Return wind daughter quickly these ground rule.,scifi,Larry Meyers,2.26,25.97
4293,Political investment Democrat quite sister when.,romance,Kevin Crane,1.14,25.99
9740,Trip now police miss age.,comedy,Elizabeth Miller,1.1,26.0
9244,Store however sea impact maintain.,comedy,Jennifer Herman,1.96,26.0
5219,Yes need through morning into class.,documentary,Jessica Green,1.17,26.0
6914,Skin read rise sign today edge.,comedy,Jeremy Oneal,2.46,26.01
4140,Every help bag important anyone call.,romance,Jennifer Nelson,2.22,26.02
8585,Return interest education.,scifi,Devon Carney,2.64,26.06
2143,Off environmental responsibility newspaper.,scifi,Rebekah Jackson,1.9,26.08
8037,Baby report same edge operation.,scifi,Jason Hall,0.31,26.23
9254,Fill head item natural state walk.,comedy,Lorraine Cook,2.09,26.29
8974,Develop several available never system.,romance,Catherine Miller,1.63,26.32
127,Fall federal hard theory time.,documentary,Bryce Hays,2.93,26.45
1435,Politics city ready these small firm.,romance,Christina Schroeder,2.1,26.47
705,Say throughout south class occur ever truth.,scifi,Randall Roberts,0.2,26.54
2133,Man pull old page woman nothing cultural.,romance,Rhonda Thomas,1.13,26.54
7964,Value voice building my meet citizen evening so.,comedy,Nicole Warner,0.31,26.56
5508,Rate increase rather provide job since.,documentary,Joanna Davis PhD,1.12,26.6
3282,Believe worker trouble gun east race cause.,romance,Stephen Fleming,2.14,26.68
2109,Range feeling compare nation seat.,scifi,Jaime Frost,1.51,26.78
6147,Story major trial difference.,documentary,Linda Mayo,1.65,26.78
4830,Again available society raise issue wind.,comedy,Samantha Kim,0.55,26.79
7300,Cost out only.,scifi,Angela Martin,3.05,26.86
5951,Keep simple if.,comedy,Derek Mccann,1.37,26.88
4158,Build part situation environment bag government each.,documentary,Anthony Austin,0.79,26.91
2569,Road way capital role treatment shoulder newspaper.,romance,Edward Gordon,1.68,26.91
5073,General food society newspaper make term mother.,scifi,Lisa Hartman,1.03,26.91
656,Near seem sort star result charge ready.,comedy,Robert Suarez,0.85,26.97
9968,Computer stage guess lay hair.,scifi,Christopher Dawson,1.78,26.98
4700,Practice enjoy budget police teacher about usually.,scifi,Jeffrey Higgins,2.11,27.0
6606,Race yes certainly once.,comedy,Steven Tucker,2.82,27.05
2125,Better still federal according seven drive wide.,romance,Paul Taylor,2.4,27.06
1629,Benefit center page appear.,scifi,Michael Burgess,2.26,27.17
3197,Article character avoid if brother accept born.,documentary,Matthew Carter,3.0,27.18
2506,Every top pull suggest top item society and.,documentary,Jamie Conrad,0.4,27.25
8251,Conference discussion type speak ok opportunity.,romance,Joseph Jones,0.97,27.27
507,Much require discover rock finally.,comedy,Jamie Wilson,2.71,27.28
4202,Can development bad trade memory where.,romance,Clifford Avila,2.78,27.3
7195,Above agree throw seven read.,scifi,Chelsey Cherry,0.71,27.32
5005,Nor have head when develop draw him.,romance,Jacob Jacobs,2.05,27.39
6729,It company leg eight.,documentary,Tiffany Cox,2.29,27.4
8425,Civil tax fund the war.,documentary,Justin Elliott,2.46,27.43
7117,Alone seat nation wide.,scifi,Megan Austin,3.19,27.43
3929,Role stage want country bed.,scifi,Cindy Nixon,0.97,27.47
7896,Blue list glass experience myself.,scifi,Veronica Barnes,1.88,27.48
4969,Audience heart something table mind.,scifi,Thomas Munoz,2.3,27.5
5601,Turn above report bar.,scifi,Crystal Moyer,0.74,27.54
320,Success tonight thousand possible the.,comedy,Christine Davis,2.14,27.56
1865,House strategy relationship tonight spring.,documentary,Janet Martin,0.34,27.59
1994,Strong billion war visit vote left responsibility.,romance,Mario Jensen,0.54,27.61
1562,Organization this fill charge.,romance,Teresa Morrow,0.28,27.63
8995,Into shake describe today.,scifi,John Cunningham,1.08,27.7
9463,Husband option through different.,comedy,Tony Sampson,1.1,27.72
8120,Tend likely art exist drop leader.,romance,Harold Erickson,1.7,27.73
9378,Air without activity feeling fly direction option.,scifi,Candace Walker,2.99,27.76
3154,Sign music parent sing.,comedy,Bethany Johnson,1.98,27.8
6178,Talk police late campaign reality at short.,documentary,David Henson,0.83,27.82
6776,Method think decision camera improve.,romance,Elizabeth Cochran,2.31,27.82
5358,Live development himself option.,comedy,Dawn Graves,0.42,27.83
4768,Body value and house natural moment.,comedy,Travis Simpson,2.01,27.86
6660,Type serve move thing continue.,documentary,Amber Benson,1.01,27.92
3703,Either attention maybe form.,scifi,Brittney Sanders,2.77,27.95
8126,Account occur fall.,romance,Kenneth Owens,0.38,27.96
4318,Each leg Mr total marriage share.,documentary,Angela Espinoza,0.31,27.98
8082,National perhaps reason simply moment.,scifi,Kristin Bird,2.83,28.03
6108,Offer employee tend health.,scifi,Thomas Thornton,1.55,28.05
7559,Through improve natural its.,comedy,Robert Kelly,0.79,28.06
3332,Soon law which trip though feel perhaps remember.,scifi,Tyler Preston,0.71,28.06
18,Opportunity current day choose voice.,scifi,Robert Phillips,1.97,28.1
7804,Figure reveal through.,romance,Linda White,1.86,28.16
1939,Ten specific gun your.,documentary,Maria Armstrong,0.69,28.16
6974,Avoid make indeed identify.,romance,Erika Moran,2.91,28.17
4617,Mention have sound trouble artist president.,documentary,Dawn Johnson,1.26,28.22
9575,Pretty car yourself decade as manage treatment.,documentary,Diane Maxwell,2.64,28.22
6442,Themselves number cut free interview bar everybody.,romance,Ashley Brown,0.78,28.28
6779,Man strong whose social most.,documentary,Desiree Baker,2.71,28.31
9322,Employee statement decide visit show fact develop.,scifi,Robert Sanchez,1.57,28.31
1313,Not training enough environment or.,documentary,Jennifer Alvarez,1.93,28.33
5886,Perform share little member out commercial necessary.,romance,Steven Graham,2.44,28.35
3974,Level stop kitchen take gun daughter.,scifi,Tricia Lopez,1.1,28.36
5624,Produce young assume boy few behind.,scifi,David Robinson,2.31,28.43
8873,Often low guy discover participant.,romance,Virginia Myers,1.03,28.43
2968,Everything result stop artist.,romance,Mary Howard,0.46,28.44
8368,Couple past see anything.,comedy,Amanda Brown,1.38,28.47
6614,Affect thing television some number.,romance,Olivia Rubio,0.36,28.51
6111,Happen radio door staff.,comedy,Susan Beck,0.43,28.53
1624,Explain yet property.,romance,Oscar Willis,1.91,28.58
6411,History all of daughter later research.,romance,James Jones,2.91,28.59
1974,Law room garden enough measure painting dark.,romance,Michael Hernandez,0.83,28.6
6232,Particular music hit data eye add.,romance,Denise Brooks,1.29,28.69
8348,Reality ability them collection.,romance,Kenneth Strickland,2.57,28.7
4300,Investment box under just prevent court.,comedy,John Miller,2.16,28.75
5915,Ask father others.,romance,Joseph Benton,0.99,28.75
2799,Voice true American plan computer often.,romance,Scott Barker,1.37,28.75
9163,Mind director trade.,documentary,Ashley Schwartz,1.63,28.79
7405,Agreement local second mean class there girl series.,scifi,Carrie Wilson,0.33,28.82
9597,Opportunity although organization others accept present may.,romance,David Huffman,0.85,28.82
516,Administration these red wind.,romance,Sean Brown,2.43,28.82
1867,Choice themselves bill meeting least soon.,documentary,Jonathan Freeman,1.85,28.83
2274,Social system beyond assume goal use item.,documentary,Sandra Adams,2.11,28.89
6351,Now yet hot accept race.,documentary,Brandy Chaney,1.11,28.96
848,Mrs join table change far loss.,documentary,Brittany White,2.85,28.96
7703,Owner political city cover contain kid.,comedy,Cynthia Thompson,2.1,28.99
3356,Model consumer former consider recent particularly market.,comedy,Shannon Miller,0.91,29.01
4296,All shake debate.,scifi,Michael Holden,2.11,29.03
9237,Per medical usually alone poor.,documentary,Kathryn Cooper,2.33,29.06
4965,Key technology really him real something son.,romance,George Henderson,1.06,29.1
8862,Box significant thing individual guy foot fish.,comedy,Elizabeth Livingston,2.11,29.19
4516,Adult century face culture.,scifi,Kyle Ellison,2.22,29.19
511,Safe church if lawyer.,documentary,Benjamin Cervantes,0.28,29.22
1100,Box piece card newspaper free available whom.,romance,Jeffery Parker,0.21,29.22
7409,Film responsibility create recent despite only play.,romance,Melissa Nguyen,1.52,29.24
7933,Benefit moment share long relationship.,comedy,Timothy Gomez,2.01,29.25
6367,Sing accept level run PM.,comedy,Elizabeth Lewis,2.07,29.28
5400,Strong picture imagine away husband summer discover.,comedy,David Williams,1.57,29.32
2189,Create life carry recognize mother wife.,romance,Gregory Contreras,1.75,29.34
1799,Thousand however might couple election industry.,romance,Ryan Wall,1.02,29.34
5502,Fire senior set represent way.,scifi,Rebecca Lane,1.42,29.35
8743,Others stay sit never create.,comedy,Mr. Eddie Mills,0.25,29.36
6838,All bar music wear career.,romance,Vincent Banks,2.45,29.38
7589,Nor husband happy organization total third increase.,documentary,Melissa Walsh,0.97,29.4
5309,Join religious speak hit strategy speech success.,comedy,Rhonda Carter,1.58,29.4
2077,Let line ago know.,scifi,Kathleen Bradshaw,3.1,29.42
5796,Provide Republican gas under especially what meet.,comedy,Sherry Wilson,2.03,29.49
930,Lead seek court research knowledge above woman.,documentary,Patrick Hays,1.1,29.5
408,Time recognize teacher why along happen member.,romance,Madeline Taylor,0.37,29.51
9851,Painting interview would science.,comedy,Grace Peterson,1.62,29.52
6628,Science walk city skill site not eye.,romance,Ashley Davis,1.49,29.53
9212,Development sit shoulder check throw skill yet friend.,comedy,Raven Terry,0.27,29.57
6208,He police really work safe.,scifi,Angela Ibarra,2.52,29.58
8795,Forward exactly idea pattern just company.,comedy,Dr. Phillip Chen,1.21,29.58
1631,State nearly site form hour account indeed.,documentary,Kelly Mueller,0.62,29.58
3436,Resource sit south crime offer institution.,comedy,Rhonda Kirk MD,2.81,29.58
2598,Hour meet do middle build feeling.,comedy,Samuel Bowers,0.3,29.6
4851,Such city ground thought detail bill grow.,comedy,James Martin,0.6,29.61
2553,Deal pay three president understand.,documentary,Amanda Bowen,2.89,29.62
6583,Consumer position picture law probably reflect.,documentary,Ann Fowler,2.09,29.63
7134,Child through order task expert commercial.,romance,Ashley Obrien,0.67,29.63
3871,Fire include care policy.,romance,Thomas Bass,2.42,29.65
8676,Picture recently know party world month.,romance,David Chapman,2.53,29.67
434,Notice benefit experience over just difficult.,comedy,Janice Buck,3.03,29.67
6601,Medical prepare garden recently nor live.,comedy,Paul Joseph,2.1,29.68
1672,Against either ahead food theory manager pass.,comedy,Bridget Lee,2.97,29.7
5635,Democrat trial reason lay environment edge night who.,comedy,Darren Moore,1.66,29.71
6844,Enough live system medical.,scifi,Shawn Wood,2.04,29.72
821,Fine simple news fact name.,romance,Christopher Allen,1.32,29.73
4927,Leave person police free change size threat.,documentary,Todd Kelley,1.62,29.73
6266,Serious together accept two learn value huge common.,romance,Travis Preston,2.94,29.76
5304,Interesting staff run.,scifi,Dr. Stacie Mcmahon,2.65,29.77
2462,The none others religious.,romance,Mrs. Laura Williams,2.67,29.78
7382,Defense certainly describe offer partner each family.,scifi,Monica Fox,3.02,29.79
9907,Radio write foot maybe through.,romance,Michelle Schmidt,2.06,29.8
5936,Because reality establish season increase.,documentary,William Rivers,1.57,29.81
9111,Movie school answer movement break nice ago.,comedy,Anthony Hall,0.57,29.87
5188,Set perhaps sure opportunity father program shoulder.,scifi,Anthony Holmes,1.33,29.87
4871,Quality car answer state whether.,scifi,Ashlee Duncan,2.47,29.88
8538,Occur article fast long within collection strong.,romance,Karen King,1.56,29.88
2512,Short future specific will computer.,romance,Amy Lawson,0.28,29.89
3106,Standard concern goal last.,comedy,Alicia Aguilar,0.29,29.9
4100,Book knowledge hot.,documentary,Steven Hart,1.28,29.92
4262,Rise somebody loss house.,documentary,Thomas Thompson MD,2.03,29.93
2220,Various something reality coach mean every.,scifi,Kimberly Morris,2.21,29.96
6673,Mother send yard single become road daughter.,documentary,Cynthia Ayers,1.99,29.97
7526,Wind baby work than fund.,documentary,Taylor Vaughn,1.73,30.05
4543,Production participant offer research interesting score indeed loss.,comedy,Michael Newman,2.06,30.13
3775,Catch deal such little assume most yourself.,scifi,Sarah Williamson,3.06,30.13
4862,Bed deep range ground away.,comedy,Robin Jones,2.87,30.14
2920,Realize hear increase play.,romance,Laura Sanders,3.03,30.17
3255,Vote dream other.,documentary,Lisa Jones,2.46,30.17
9325,Act push kid simply three foot.,comedy,Tiffany Carpenter,1.41,30.17
2988,Your city road talk child use.,romance,Brian Petersen,2.13,30.23
5834,Protect science water pattern.,scifi,Catherine Norton,0.67,30.23
9512,Performance interview task health artist.,scifi,Bobby Crawford,0.43,30.24
8921,Their dream throughout recognize part.,documentary,Karen Martin,2.76,30.24
4907,Computer prevent argue center TV.,comedy,Erica Black,0.81,30.25
7811,Better near cup use.,comedy,Jordan Morris,1.75,30.27
492,Third explain require project sit kind.,romance,Judith Hammond,1.56,30.28
7634,Among drive send door ok east.,scifi,Valerie Fischer,0.72,30.28
6482,Gun use reach Democrat fight beyond friend.,documentary,Christopher Hernandez,1.57,30.31
852,Effort similar collection lot.,documentary,Jose Jensen,1.96,30.31
4362,Certain yeah value.,scifi,Michael Martin,2.13,30.31
732,Fine movement range.,scifi,Kerry Evans,0.85,30.38
6751,Ever bed put medical site body rise.,romance,Sean Schmidt,1.6,30.39
2272,Mouth Congress method so since remember prevent only.,documentary,Heather Valdez,2.74,30.41
7009,Stand pay month recently rate current.,scifi,Monica Schneider,0.58,30.41
5918,Such hair hand city sure series hair agreement.,comedy,Danielle Morales,1.51,30.44
6951,Get few eye officer case student continue.,documentary,Michael Aguilar,1.69,30.48
630,Class without herself five.,romance,Angela Henderson,3.07,30.51
123,Seat than actually single reach process.,comedy,William Black,0.39,30.51
2132,Not car statement table picture teacher southern.,comedy,Lance Livingston,0.41,30.55
404,Could manager court hot never read church.,scifi,Mary Klein,1.95,30.58
8730,Pull enough court.,romance,Brandon Lopez,0.43,30.59
1898,Give rise material look act themselves.,scifi,Angel Roberts,1.66,30.62
2902,Art cup management buy community training short.,comedy,Luis Gutierrez,2.73,30.65
940,Person as choose perhaps certain situation mind.,documentary,Kyle Mckay,2.8,30.67
4622,Thing available room light first policy.,romance,Amanda Wright,0.99,30.69
3001,Pressure organization save dog culture police six.,documentary,Diamond Atkinson,1.4,30.71
2076,End enter successful more car level reduce.,comedy,Scott Walker,2.74,30.71
4505,Take important try reach.,romance,Amber Garcia,1.38,30.72
4101,Bar structure often able smile war only.,comedy,Carol Rowe,0.55,30.72
2230,Family five word better upon.,comedy,Mariah Bean,2.9,30.72
6886,Defense use old catch.,scifi,Miguel Burke,2.34,30.73
2372,Central power provide space structure best.,romance,Steven Hamilton,1.5,30.76
7056,Indicate table wear he study value.,scifi,Christopher Jones,2.38,30.78
4044,Camera population modern.,scifi,Nicholas Miller,2.03,30.81
7013,Able worker town before.,romance,Cheryl Moore,1.81,30.83
8067,Film billion culture sound onto property.,documentary,Christian Davis,0.74,30.89
3398,Think under drive phone mind.,documentary,Rachel Huffman,0.22,30.9
6948,Present thing audience what modern.,documentary,Cristian Lopez,1.89,30.91
5930,Study account maybe professor again forward.,comedy,Suzanne Franco,1.22,30.92
7144,Late result listen.,scifi,Elizabeth Shelton,0.86,30.94
2137,Push by region treatment fall unit tonight.,comedy,Matthew Prince,2.2,30.95
2352,Long but pass place I style sometimes figure.,romance,Diana Ward,1.79,30.98
4074,Ok reach major before former network receive.,scifi,Jonathan Tucker,2.64,30.98
7307,Story special wife north arm billion expect.,comedy,Chelsea Fitzgerald,0.47,31.0
302,Report as loss.,scifi,Anthony Wilson,1.39,31.01
6395,Whose marriage environmental feel watch quite support.,comedy,Danielle Taylor,1.49,31.01
5473,Century really heavy recognize.,documentary,Emily May,2.15,31.02
8860,Entire one body play will nearly past.,romance,Jeremy Rodgers,1.59,31.07
4786,Goal popular chance little get state.,scifi,Yolanda Hanson,0.69,31.08
7802,Peace actually fact foreign.,scifi,Lindsey Edwards,1.7,31.09
550,Glass sing tell.,documentary,Jesse Thomas,1.38,31.14
2659,Thank they audience.,comedy,Richard White,1.64,31.14
7673,Water speak suddenly pay art peace knowledge.,documentary,Kelly Wise,2.42,31.16
9131,Author pass grow long newspaper.,scifi,Laura Ruiz,3.06,31.16
8445,Occur my challenge party claim positive everyone.,documentary,Christopher Mays,1.4,31.18
5895,In goal recent general soldier.,documentary,Derrick Ramirez,0.95,31.22
8584,Price situation ten great oil.,scifi,Sarah Thompson,2.47,31.22
5885,Perform majority station one follow officer interview whose.,romance,Tristan Macias II,0.74,31.23
4695,Yet account dinner star.,comedy,Taylor King,0.72,31.24
9741,Ago hear account change specific Republican firm argue.,comedy,Charles Jones,1.24,31.26
6374,Station ago from knowledge forget enter.,documentary,Anthony Acosta,0.29,31.27
2263,Stage early heart threat rock center.,comedy,Ricky Palmer,1.73,31.3
5417,Health common always.,romance,Aaron Cochran,2.9,31.34
8919,Defense religious standard which certainly.,documentary,Brandi Watson,0.28,31.37
3955,Tough after half step some.,comedy,Dr. Anthony White Jr.,1.25,31.37
5283,Far control assume year office you.,scifi,Anthony Murphy,1.29,31.38
4829,Manage health hour eye great style.,documentary,Tammy Brown,1.02,31.42
6816,Anyone poor top start campaign including environmental staff.,romance,Nicholas Brooks,1.4,31.45
9693,Letter whom tonight how science party plant.,documentary,Kristen Terry,0.48,31.46
2353,Film technology leave parent region expert fall.,comedy,Barry Mccann,1.74,31.5
4548,Indicate technology church.,comedy,Joseph Lee,1.79,31.51
3586,Use research through fine wind film.,comedy,Jennifer Barnes,2.07,31.52
1073,Station write series option score term decide.,romance,Jenna Roberts,2.06,31.55
4390,Take dark structure great however amount drive.,romance,Kristine Smith,2.02,31.55
4964,Outside exist religious throw party.,romance,Hannah Mitchell,1.56,31.59
6155,General happy value as really enjoy.,documentary,Monique Humphrey,2.17,31.61
8209,Memory public wonder letter performance glass start pattern.,comedy,Andrew Murray,1.3,31.62
1184,Offer keep should security lose feel war soon.,documentary,Edward Murphy,0.54,31.63
4528,Cover citizen report site.,scifi,Jennifer Hernandez,3.05,31.63
1553,One entire last teach experience.,comedy,Ryan Pineda,0.67,31.63
1979,Central ever require point employee thousand.,comedy,Beverly Villegas,1.37,31.66
7109,How explain cost thought government little find.,scifi,James Stewart,1.77,31.66
8936,Edge court feeling this color up.,comedy,Jennifer Valenzuela,2.58,31.67
7012,Central I firm crime discuss protect research often.,comedy,Amanda Ramirez,1.86,31.68
1545,Expert health early walk or enter hit.,comedy,Nancy Young,1.94,31.68
6726,Finally relate manager product teach outside foreign.,comedy,John Ramirez,1.67,31.7
7657,Cold responsibility not television teacher voice near history.,scifi,Nicholas Garcia,2.39,31.7
9173,Financial answer space candidate across discover.,comedy,Rhonda Hernandez,1.57,31.72
8592,Citizen good mention blood once dark behind.,comedy,David Tanner,2.98,31.73
553,Although begin concern instead.,comedy,Linda Young,2.77,31.75
7917,Dark know require.,scifi,Daniel Bullock,1.87,31.77
1530,Walk subject sport prepare run score.,comedy,Andrew Pierce,0.4,31.8
4681,East rock animal side foot.,documentary,Monique Wheeler,0.54,31.8
7042,Company fund drug thing standard.,romance,Diana Mercer,2.07,31.81
3663,After test different senior.,romance,Raymond Jones,1.63,31.82
9179,Color anything cause hair create face bed.,romance,Christina Garcia,3.11,31.83
5609,Room usually fly realize.,romance,Elizabeth Campos,1.7,31.85
8115,Personal pretty another market course worry imagine.,comedy,Bradley Walker,2.72,31.86
8779,Impact treatment traditional buy skill teacher.,comedy,Lisa Austin,0.96,31.87
9257,Spring call marriage.,scifi,Brittany Weber,2.76,31.88
6665,Find note time local reality race.,comedy,Mary Hart,1.75,31.9
3444,Far boy foreign beat.,comedy,Brian Henderson,0.82,31.91
8287,Itself great financial hard.,scifi,Clayton Davis,0.56,31.93
8222,Avoid long mention usually bit.,comedy,James Walters,1.84,31.94
4498,Follow edge lose research buy center main.,romance,Jeff Olson,2.27,31.94
8759,Walk anything we person popular coach religious.,scifi,Julia Morales,0.5,31.94
1026,Any bar book get a product.,romance,Caitlin Blanchard,0.92,31.95
9827,Health pay exactly drive second stage.,romance,Vanessa Davis,3.16,31.95
8280,Include edge not night.,romance,Amy Lawrence,2.87,31.96
2978,Field free product sell cover firm himself.,romance,Brian Davis,2.66,31.96
8170,Defense record majority situation remember success serve.,documentary,Dorothy Stevens,1.6,31.96
3652,First glass result sister audience ask short.,comedy,Kevin Jacobs,1.38,31.96
8275,Land contain structure.,documentary,Alex Garcia,1.28,31.97
4162,Floor much difference beyond six.,romance,Kayla Williams,1.96,32.03
7352,Nor law television enter executive.,documentary,Mr. Brandon Richardson,0.76,32.03
1208,Paper draw own go.,comedy,Christine Parker,0.66,32.11
535,National drug top budget director but stay.,scifi,Olivia Baker,0.71,32.11
1646,Picture ok political soldier yeah let indicate compare.,comedy,Derrick Holloway,2.39,32.13
5791,None authority help include exist.,comedy,Frances Smith,2.09,32.16
9831,See truth information leg daughter down pass.,scifi,Randy Ruiz,0.47,32.16
2238,Suggest assume staff business government forward admit.,documentary,Ricky Chen,0.98,32.16
7861,Data save help.,comedy,Michael Martinez,1.33,32.17
4697,Kitchen notice should seven evening activity.,documentary,Travis Scott,1.93,32.19
7246,Until campaign appear this note cell detail.,comedy,Angela Leonard,3.04,32.2
6715,Able campaign project.,scifi,Mark Hart,2.29,32.2
2106,Final ahead carry Democrat.,romance,Christopher Clarke,0.41,32.21
9985,Skin visit choose help water.,documentary,James Copeland,0.66,32.21
4417,Possible eye look team.,scifi,Jessica Sandoval,2.86,32.24
8141,Rich draw deal trip.,comedy,Melissa Melton,1.98,32.27
7174,Yes until play own friend.,documentary,Ronnie Bray,0.83,32.28
3825,Thank fine discuss outside.,comedy,Susan Moore,0.35,32.28
7812,Success create live image at stand carry.,documentary,Victoria Wilson,0.29,32.28
7244,Happen charge sing stand will clear their.,scifi,Bryce Williams,0.85,32.29
7721,North no person dark risk necessary five.,documentary,Julie Smith,3.13,32.29
6261,Feel ten be performance culture test two.,comedy,Toni Nichols,3.1,32.29
2614,You course first dark far.,scifi,Mary Leon,2.41,32.3
8638,My church process prevent get fish.,romance,Denise Gonzales,2.77,32.34
9082,American action factor.,documentary,Joseph Pena,0.82,32.34
1515,Between food determine painting.,documentary,Nicole Parker,2.32,32.37
2721,Teacher indicate across TV this.,comedy,Candice Gonzalez,2.23,32.38
2937,Thought future pull professor increase yard effort.,scifi,Susan Thomas,0.24,32.39
8271,Order section cost could option.,scifi,Brandon Schneider DVM,2.91,32.4
9673,Message must television carry can find.,comedy,James Stone,1.56,32.4
1959,Admit tough federal product head thousand hit.,scifi,Megan Mills,0.8,32.4
7342,Continue seat owner front responsibility type.,documentary,Jacob Reyes,1.59,32.41
409,On six this lead forward system how.,documentary,Joseph Love,0.23,32.42
9429,Who stand next top.,scifi,Scott Nguyen,1.32,32.45
9361,Wife owner executive style.,romance,Cynthia Patton,1.36,32.47
4729,Tv toward person east particularly.,comedy,Michael Campbell,0.72,32.47
2459,Accept current will among give remember treatment per.,romance,Thomas Cobb,0.25,32.49
7498,Building leader stand.,romance,Logan Francis,1.71,32.5
2735,Responsibility conference money they court.,documentary,Donna White,2.93,32.53
3851,Above middle data body still thus.,romance,Tammy Buck,1.46,32.53
