FilmID,Title,Genre,DirectorName,Length,Rating
1128,Anything candidate experience.,romance,Aaron Marshall,2.23,56.10314
7966,Out special federal.,comedy,Aaron Mercado,2.17,64.556
2881,Current person since act movement fill.,documentary,Aaron Morgan,2.9,50.514595
5251,Again deal official debate heavy.,documentary,Aaron Oconnor,1.68,50.12267
8373,Force analysis dream power act next.,romance,Aaron Perry,2.82,47.19777
3661,Boy run who commercial morning money.,scifi,Aaron Smith,0.66,37.233955
1771,Push off concern his some clearly protect from.,romance,Aaron Sullivan,0.75,50.479748
997,Amount decision none place approach nice join.,comedy,Aaron Tran,3.03,50.79656
5543,Course alone expert site child.,comedy,Aaron Tran,1.39,51.769836
8788,Small it size bad condition challenge financial itself.,documentary,Aaron Watson,2.27,53.46698
5603,Eye class seem agent suddenly.,scifi,Aaron Webb,2.61,38.748367
1903,Though consumer require argue Congress event major.,scifi,Aaron Zimmerman,2.67,45.87508
8190,Civil house team provide half one.,documentary,Abigail Gonzalez,2.01,45.778713
2,Himself foreign very hand Mrs build.,scifi,Abigail Guzman,2.05,47.811237
8586,Spring author alone recently sell for program capital.,romance,Abigail Hull,2.76,52.04756
4327,Any staff office article provide during.,romance,Abigail Pearson,1.25,53.561733
8884,Career guess reality brother worker factor series structure.,scifi,Abigail Sanford,0.91,45.23398
3053,Major room heart build enjoy.,romance,Abigail Soto,1.88,56.683147
7631,Why hard for friend factor.,scifi,Abigail Williams,2.57,43.67706
1823,Piece force lawyer alone.,scifi,Adam Anderson DDS,1.21,57.063797
4155,Visit season check mission college material remain.,scifi,Adam Bartlett,2.95,74.77178
7408,Seat least time will sing would.,scifi,Adam Bell,1.48,47.506554
9138,Clearly heavy six charge cause field book concern.,documentary,Adam Bennett,1.07,54.43383
1171,Audience while from when check.,scifi,Adam Davis,2.97,37.899353
8836,Discussion maintain style certainly some.,documentary,Adam Diaz,2.01,47.729332
4757,Alone person subject occur then trouble.,scifi,Adam Douglas,0.3,60.34586
1115,Determine project fall including debate.,scifi,Adam Gardner,1.6,52.476982
7993,Test organization western under affect medical citizen many.,comedy,Adam Gibbs,2.45,67.041885
7313,Official player success mother.,comedy,Adam Gonzalez,0.72,81.565094
6775,Create usually election.,romance,Adam Green,1.56,59.562813
450,Senior rather color himself boy movie however share.,scifi,Adam Griffith,2.91,47.90962
8766,Realize cause within sort away meeting collection.,romance,Adam Hampton,0.25,41.057724
7611,Air father nice during.,scifi,Adam Johnson,1.17,47.098213
9607,Term radio statement protect their including.,comedy,Adam Larson,2.99,48.242924
3991,Operation field hot challenge two bar.,comedy,Adam Lewis II,2.38,54.25455
9221,Very continue American field reveal.,comedy,Adam Lopez,0.56,62.9326
5622,Job perhaps us institution plant whatever how.,scifi,Adam Mckinney,2.9,56.11265
1594,Before but direction coach million time.,romance,Adam Parker,1.46,40.88991
7827,Quickly boy behavior develop their.,comedy,Adam Perkins,1.44,56.070915
9019,Available service home miss everything bag.,comedy,Adam Price,1.44,57.125725
3302,Artist young health page.,romance,Adam Quinn,1.18,49.61808
726,Deal best while experience time more then.,scifi,Adam Robertson,1.2,60.21004
9812,Talk spring experience stop mind animal rate.,documentary,Adam Robinson,0.3,43.03034
4789,Trade one bill movement.,scifi,Adam Robinson,1.13,66.811134
5223,Indeed late call move list.,comedy,Adam Ross,1.9,57.261433
1952,Although at billion analysis.,documentary,Adam Stephens,0.58,42.984177
8478,Your short approach experience face color.,documentary,Adam Velez,1.17,43.86284
8104,Society little argue share discuss degree state.,romance,Adam Webb,0.66,43.242786
8799,Fish fight position fly his agent thing.,documentary,Adam Williams,1.34,42.786976
1181,Represent lay specific deal no case eat reduce.,scifi,Adrian Brown,0.38,49.62913
143,Stage morning ok.,documentary,Adrian Hawkins,1.82,61.05068
3670,Never such management physical.,scifi,Adrian Miller,1.52,48.0488
7618,Hard discuss politics kitchen none accept.,romance,Adrian Obrien,1.93,64.494225
366,Various establish room page improve forget program.,romance,Adrian Palmer,0.64,41.816227
9286,Meet phone consider citizen oil three.,documentary,Adrian Robinson,1.87,70.34077
1886,Ability agreement nothing animal week instead book.,comedy,Adrian Terry,2.31,70.069855
9860,Yet itself vote fly next.,documentary,Adrian Willis,2.36,57.52838
8077,Network thousand sea threat.,comedy,Adriana Boyd,2.46,50.165028
6579,Large stand station situation field certain white.,scifi,Adriana Colon,1.1,54.10743
2035,Build sometimes it else history assume newspaper.,romance,Adriana Watson,1.03,53.32504
2729,Company past surface size agent create.,documentary,Aimee Mathews,3.14,70.410645
4876,Green key affect start.,documentary,Aimee Yang,0.86,48.414764
1242,Employee strong important again situation.,romance,Alan Bowers,2.34,59.93293
8980,Image interesting its PM.,scifi,Alan Delgado,2.23,36.49522
3642,Step capital several really wear first after.,romance,Alan Holloway,3.16,48.241566
6494,Stay them do exist part.,romance,Alan Levy,2.35,55.818813
1273,Series whose manage set.,comedy,Alan Parker,0.28,45.31961
6437,Candidate water wait yourself.,romance,Alan Parsons,2.64,42.55283
4567,Anything sell southern onto your.,documentary,Alan Perez,0.39,62.4819
7489,True current thought experience act.,documentary,Alan Thornton,0.48,61.51454
5563,Security put maybe owner threat.,documentary,Alan Wheeler,1.85,56.085793
6221,Heart article dream security produce.,scifi,Alan Williams,1.27,63.751724
6075,Nice include will white foot foreign.,scifi,Albert Andrews,0.72,55.8749
3338,Much again effort.,documentary,Albert Douglas,3.11,53.658768
2161,Blue show win present necessary couple.,comedy,Albert Farmer,2.49,55.645008
1223,Almost open spring serve any improve.,romance,Albert Mcguire,2.92,47.94483
5613,Push small because think different live year property.,scifi,Albert Monroe,3.0,49.529728
2171,Wear example letter leave less.,scifi,Albert Morales,0.26,58.68911
5239,Society ground break behind movement cup score eight.,comedy,Albert Price,0.44,39.199722
195,Road material billion outside he research.,romance,Alec Brown,2.23,48.166428
4570,At condition cost enjoy small.,comedy,Alec Carr,0.52,47.09817
4814,Direction successful machine fast watch defense one.,scifi,Alec Herrera,3.14,37.38494
975,Plan other soldier visit sell avoid.,scifi,Alec Jennings,0.84,46.988316
8997,Dream shake might whom else value maybe.,scifi,Alejandra Archer,1.94,70.85654
9567,Everyone risk particularly name deal score.,scifi,Alejandra Cruz,2.38,52.87814
7836,Artist people out six letter first.,scifi,Alejandra Hernandez MD,2.39,33.043
1145,Ready history truth.,documentary,Alejandra Williams,1.11,55.504925
2701,Just image season why pick.,comedy,Alejandro Bryant,0.77,46.36491
3738,Score window instead whether author hit.,scifi,Alejandro Nelson,1.52,38.448986
6514,Avoid issue many vote or.,comedy,Alex Allen,1.23,47.64405
8366,Agree lot necessary like who.,comedy,Alex Bradford,0.22,42.537117
2971,Pull result decide serve.,comedy,Alex Brooks,2.05,45.837185
5693,Itself support local.,romance,Alex Calderon,1.11,25.693327
8599,Surface role trouble.,scifi,Alex Diaz,2.51,40.880142
207,Government western according after increase why mean.,romance,Alex Flores,1.37,54.266796
579,Deep travel player born camera improve not chance.,scifi,Alex Freeman,2.79,64.70959
3323,Herself least reflect idea total approach defense foot.,scifi,Alex Garcia,3.07,60.71912
8275,Land contain structure.,documentary,Alex Garcia,1.28,31.972927
5123,Memory great find teach production deal memory network.,romance,Alex Hayes,1.06,45.814514
6481,Cause public media issue building easy.,comedy,Alex Herrera,1.57,34.13216
6299,Develop baby once for.,comedy,Alex Jones,2.57,55.966843
3353,Break somebody relationship thus result above.,documentary,Alex Martin,2.12,53.6277
3640,Food instead culture.,scifi,Alex Perry,0.37,38.06617
8210,Soon after behind will cultural upon suddenly.,comedy,Alex Robertson,2.64,66.90982
5794,Let way carry various follow address accept if.,romance,Alex Stevens,0.96,37.03373
4006,Common management soon treat.,documentary,Alex White,0.48,47.94725
5431,Against teacher even source exist eight.,documentary,Alex Wilson,1.35,65.025764
8953,Trial cost usually thing.,scifi,Alexa Cisneros,2.3,65.23978
9583,Almost hold senior view leg.,documentary,Alexa Harrison,1.19,58.240303
8061,Around week win politics society.,romance,Alexander Acosta,2.96,36.23618
1809,Create fire field.,romance,Alexander Anderson,0.53,41.67272
8056,Movement kid win Republican level.,romance,Alexander Bates,1.09,48.786747
3662,Never hair else far traditional break.,romance,Alexander Bryan,3.07,59.825768
87,Bank number yard rock participant senior local.,comedy,Alexander Cortez,1.53,64.07373
9570,Guess finally teach discover father improve open by.,romance,Alexander Drake,0.86,55.048748
1655,Human black building back.,scifi,Alexander Duarte,2.03,68.48826
3394,Worry reflect fact record raise.,romance,Alexander Fox,1.84,42.239834
2718,Evidence security yard so wish improve Mrs.,comedy,Alexander Garza,0.44,40.441387
390,Wish young history approach piece near know thousand.,documentary,Alexander Garza,1.95,47.606956
786,Usually coach without performance finish.,romance,Alexander Green,1.0,38.59725
1759,Clearly various wide yes.,comedy,Alexander Hall,1.07,60.675045
4763,Short carry site.,comedy,Alexander Hernandez,2.87,50.21746
4358,Enough but tend.,documentary,Alexander Hill,1.44,48.375156
7935,Special happy him everything role believe.,romance,Alexander Jackson,1.49,46.228172
6292,Out yeah shoulder he its wonder little.,scifi,Alexander Jones,3.13,44.777092
4776,Someone figure card affect.,documentary,Alexander Jordan,1.14,45.461548
9409,Our reason music bar she kind something.,comedy,Alexander Kelley,2.2,41.413418
6076,Anything try young woman court he child head.,scifi,Alexander Knight,2.86,64.72569
934,Claim too sea it moment article.,romance,Alexander Maldonado,2.96,46.07668
3272,Once fish yet campaign factor safe everything feel.,romance,Alexander Martinez,1.94,63.734455
4989,Hope name first purpose others catch.,scifi,Alexander Ochoa,0.53,54.13251
8125,Only debate real question.,scifi,Alexander Pena,2.91,36.648132
3463,At than page cover player close toward.,documentary,Alexander Roberts,2.73,51.874138
4765,While yet try no.,comedy,Alexander Ross,3.1,59.689182
6877,Will table lay feeling theory its.,scifi,Alexander Stanton,1.46,53.48418
6645,Head where small Republican such involve raise.,comedy,Alexander Thompson,0.91,43.20415
241,Into special forward interest itself.,romance,Alexander Thompson,2.95,49.99108
751,Marriage others various Mrs big.,documentary,Alexander Tucker,1.78,51.969967
1043,Draw attack sing item rise on.,scifi,Alexander Williams,1.46,48.057274
990,School by somebody often.,comedy,Alexander Williams MD,3.16,40.951004
675,Admit high task would bag customer over.,documentary,Alexander Wise,2.27,53.64302
2649,Gun decide through sell.,comedy,Alexandra Allen,3.01,53.505035
9528,Enough list join both first.,documentary,Alexandra Anderson,2.24,51.165188
9663,Cup court player material author sell.,comedy,Alexandra Carter,1.81,61.057613
5874,Seat human along five table mention end serve.,comedy,Alexandra Collier,1.49,59.838413
8339,Because foot spend quite again science employee.,documentary,Alexandra Hayes,1.89,58.00086
3195,Reality old some turn necessary.,comedy,Alexandra Holt,0.48,57.27818
4343,Rate front environment report picture.,scifi,Alexandra Jenkins,2.1,55.05222
757,Interest movement first.,documentary,Alexandra Johnson,1.62,42.69752
5679,Gas not cut bank.,documentary,Alexandra Jones,0.86,43.77317
3962,Population later machine first.,comedy,Alexandra Lewis,2.09,50.87653
1267,Next common quickly film week.,romance,Alexandra Martin,0.45,46.505527
965,Community serve bar anyone cover five color audience.,scifi,Alexandra Mclean,0.61,56.757286
3557,Less finish amount public mouth.,comedy,Alexandra Morgan,2.25,47.478153
7533,Law factor here cultural community.,documentary,Alexandra Smith,1.38,45.64318
6667,Hundred maintain course magazine.,comedy,Alexandra Stevens,1.27,53.996044
3585,Young control morning.,romance,Alexandra West,0.47,44.28814
9235,Hand language beat network next.,scifi,Alexandria Gutierrez,1.68,45.282356
7986,Much check international poor science year traditional.,comedy,Alexandria Jenkins,0.67,45.702316
2795,Box go four compare.,scifi,Alexandria Larsen,1.72,42.126163
6452,Will foreign much arm security.,scifi,Alexandria Newton,1.11,35.71046
9202,Life popular military on image range these final.,comedy,Alexis Ashley,2.07,43.211266
6467,Response manage itself group pressure heart detail.,romance,Alexis Baker,2.56,50.602596
1905,Clear three common western.,romance,Alexis Erickson,1.89,39.69625
9613,Car tell method knowledge federal fill trip.,scifi,Alexis Foster,2.21,44.494865
4172,Necessary generation theory kind good defense.,romance,Alexis Franklin,2.88,58.515354
3983,Sister break especially discover finish day.,scifi,Alexis Garcia,0.27,55.563168
514,Wife scientist individual movie woman two forward.,comedy,Alexis Harris,2.43,40.080757
8709,Close industry blue them rise statement party item.,scifi,Alexis Hudson,2.52,67.12666
5537,Effect capital least.,comedy,Alexis Johnson,1.68,44.401325
1037,Deal catch pass race lay yard bit word.,scifi,Alexis Jones,2.7,45.48817
5002,Professional help authority just partner stop type.,romance,Alexis Martin,0.69,62.77268
5773,Three lot camera ok than gas modern.,comedy,Alexis Mendoza,2.32,56.219463
3229,Nearly now result think detail product open.,romance,Alexis Pope,1.89,55.627327
924,Cost prove since.,documentary,Alexis Reed,2.82,46.37334
9524,Prevent listen allow water whatever.,scifi,Alexis Robinson,0.87,69.390465
4176,Foot art method safe machine score.,romance,Alexis Rodriguez,3.13,47.967953
6097,Issue Mrs top nature manage.,comedy,Alexis Rodriguez,1.92,56.889084
8664,Owner skin truth owner Republican.,documentary,Alexis Shelton,3.05,46.761036
7224,Because factor able house per heart whether.,comedy,Alexis Smith,1.53,38.283054
1345,Understand feel worker city personal study.,scifi,Alexis Stuart,0.22,64.874695
3371,Minute environmental occur.,scifi,Alexis Thomas,1.39,23.258432
2479,Will ground part race my public leave.,scifi,Alexis Watkins,0.25,55.547234
2995,Main without policy believe owner.,comedy,Alexis Wolf,3.05,61.104977
1591,Young fear smile board into.,documentary,Alice Arias,0.8,48.525375
3516,Theory call exactly find law bank at.,comedy,Alice Hernandez,0.39,57.83468
6451,Case war floor field.,documentary,Alice Jackson,1.52,44.145527
3106,Standard concern goal last.,comedy,Alicia Aguilar,0.29,29.900976
6074,Analysis former past dog ball.,comedy,Alicia Anderson,3.1,51.903366
7396,Pattern process hospital material brother full defense.,scifi,Alicia Baker,2.6,57.81035
3426,A enough car conference.,documentary,Alicia Butler,0.94,41.131824
2231,Make see blue someone trade.,comedy,Alicia Campbell,2.0,40.11019
4495,Executive many election baby film only little.,romance,Alicia Cline,2.64,44.65131
9460,Much believe interest.,romance,Alicia Davis,0.42,45.61243
9370,Least become under.,comedy,Alicia Decker,1.22,73.956154
2984,Machine two edge provide within edge sit room.,romance,Alicia Guerrero,0.78,53.726257
585,Perform certain child physical.,romance,Alicia Hickman,2.56,46.446053
9088,Author discussion simple staff decade force while.,scifi,Alicia Horton,1.1,52.99036
2197,Change many spring either air age miss.,romance,Alicia Ingram,2.34,54.708427
5972,Draw person word exactly war capital.,romance,Alicia Jackson,1.24,45.79754
6687,According region perhaps star.,romance,Alicia Martin,2.45,58.280956
7273,Will not from get arm rule instead eat.,scifi,Alicia Martinez,1.38,40.437416
1057,Behavior describe people and clear.,comedy,Alicia Mccormick,2.02,65.94616
6713,Pull although win safe young article security.,documentary,Alicia Meyers,0.38,45.66079
9311,Skin number partner expert yes see force.,comedy,Alicia Morris,1.11,49.144875
8433,Consumer media key address because.,romance,Alicia Moss,2.45,39.584835
1187,Region cut investment agree.,scifi,Alicia Nelson,0.7,46.802593
7063,Stuff say else identify film.,romance,Alicia Reid,2.13,39.954483
8481,Fill star together early painting heart every.,comedy,Alicia Rhodes,2.47,53.28205
6904,Police than outside benefit drug thought music discover.,comedy,Alicia Stephens,3.01,53.29376
9273,By soon traditional.,romance,Alicia Taylor,1.52,68.91331
7034,Each improve style mission worry very.,documentary,Alicia Vaughn,1.23,71.64033
3003,Help miss management over wife deep realize.,scifi,Alicia Walker,2.36,52.351303
7190,Community memory level save he single follow.,scifi,Alisha Reid,0.59,34.823948
8087,Magazine risk Mrs window position approach remain.,comedy,Alisha Salas,1.54,43.367332
7018,Those on her we piece onto effort.,documentary,Alison Ford,1.07,55.30915
4105,Teach mission message interview build.,scifi,Alison Francis,0.4,59.966248
871,Position draw stand allow face series foreign.,romance,Alison Franco,0.42,51.266342
3795,Seem when short hear ability film agent.,romance,Alison Hansen,2.58,42.910534
6692,Arrive piece across certain treatment than Republican.,comedy,Alison Henderson,2.11,55.49874
353,Those up leave star the bit.,documentary,Alison Nguyen,3.05,47.37773
2357,So require generation reach wife.,scifi,Alison Wright,1.19,63.96673
2138,Staff citizen general turn.,comedy,Allen Campbell,1.52,49.4864
5122,Certainly whose no task will course end.,scifi,Allen Holloway,2.65,66.38149
4624,Heart parent eye necessary scene.,comedy,Allen Miller,0.36,70.71014
2432,Avoid newspaper analysis front cultural.,scifi,Allen Ortega,1.68,46.579445
316,Yet college today these.,scifi,Allison Adams,0.49,44.92637
8650,Shake important daughter interview instead person happen check.,comedy,Allison Brooks,2.49,46.968987
2335,Which everybody throughout challenge summer toward everybody.,documentary,Allison Cook,1.45,59.689106
1692,Big event company against.,romance,Allison Holmes,1.53,52.677753
6024,Determine enough quickly down.,comedy,Allison Owens,2.95,42.313446
2108,Brother so sport decision choice safe.,comedy,Allison Rodriguez,1.88,41.860104
845,Production break what together perform practice throughout sit.,comedy,Allison Russell,0.57,58.124264
5616,Government rate life not manager meet after loss.,documentary,Allison Smith,1.74,61.275833
3000,Part American land.,documentary,Allison Stanley,0.27,61.339687
3995,Seem position notice.,scifi,Allison Waller,0.99,40.93412
9588,Generation economic recent authority present.,romance,Allison Williams,1.95,34.572308
8166,Along blue sit keep with serve likely.,romance,Alyssa Brown,1.0,35.549374
1927,Media wait send bank.,comedy,Alyssa Brown,1.77,56.38992
4578,Civil issue between.,scifi,Alyssa Camacho,3.07,54.349323
2017,Anyone practice answer.,documentary,Alyssa Gallegos,0.9,54.83328
454,During behavior trouble a.,documentary,Alyssa Guerrero,2.01,51.194168
7952,List artist establish data alone.,scifi,Alyssa Herrera,2.45,72.95877
7734,Trade magazine past off.,scifi,Alyssa Higgins,2.59,33.51843
5755,Concern operation fear turn must final seven development.,comedy,Alyssa Nash,2.48,50.101326
3591,Feeling part whatever wear success.,documentary,Alyssa Ortiz,0.93,41.65825
743,Loss as benefit everyone music.,comedy,Alyssa Rasmussen,1.99,42.9429
3752,Happy table third mention news set.,comedy,Alyssa Roberts,2.4,45.496777
1610,Task story black.,comedy,Alyssa Simon,0.85,44.805225
3858,But theory special bar food community their.,comedy,Alyssa Williams,2.92,59.054558
4423,Job anything modern dinner camera.,romance,Alyssa Wolfe,2.81,63.514713
7474,He several physical computer like.,romance,Amanda Adams,0.44,43.982998
4274,Sit already law.,documentary,Amanda Alvarez,2.01,55.30779
7322,Significant whether product reality hot painting eight picture.,romance,Amanda Barrera,2.35,56.62006
2967,Common less hard half social.,romance,Amanda Blair,1.15,51.266106
2553,Deal pay three president understand.,documentary,Amanda Bowen,2.89,29.624655
8368,Couple past see anything.,comedy,Amanda Brown,1.38,28.466883
1297,Its newspaper million.,romance,Amanda Brown,1.15,53.749947
1764,Kid low ok good.,scifi,Amanda Brown,2.87,33.75029
7658,Raise onto north modern.,romance,Amanda Brown,2.37,51.42438
343,Story wall decision community.,comedy,Amanda Buck,2.46,47.397346
2625,Major source national argue compare teach sound tax.,scifi,Amanda Carpenter,2.92,43.85446
8470,Land investment table from in themselves.,romance,Amanda Dodson,3.03,52.839046
8494,Everything hope fast.,comedy,Amanda Evans,2.82,60.726196
7150,Kitchen sense sometimes total audience last check.,comedy,Amanda Evans,1.25,52.79841
4198,Child everyone Democrat middle fall trade eye recent.,documentary,Amanda Garcia,1.22,45.77161
7010,Matter design dark meet work class start son.,scifi,Amanda Gardner,0.68,69.73621
5177,Important learn cultural water compare part.,documentary,Amanda Gonzales,0.34,50.87754
8983,Realize hard allow.,romance,Amanda Grant,1.85,65.764534
923,Institution population among smile myself environmental.,documentary,Amanda Hart,1.8,59.813126
3859,Wrong peace skill company.,comedy,Amanda Hartman,1.71,53.85548
9540,Window machine interest.,documentary,Amanda Hayes,1.3,48.080128
2158,Analysis management affect read.,documentary,Amanda Hays,1.95,52.215904
3164,Interesting this firm prepare level particularly size.,scifi,Amanda Hernandez,0.31,53.694786
7482,Second subject total people.,comedy,Amanda Hill,0.31,55.24268
4755,Perhaps especially media mention action head.,documentary,Amanda Holmes,1.22,56.66852
4672,Age actually finally since style.,scifi,Amanda Jackson,1.84,53.249493
2969,Own new media avoid car matter society.,comedy,Amanda Jacobs,0.68,43.707623
411,American claim great paper can.,scifi,Amanda Johnson,2.72,54.731674
3307,Her number today indeed.,scifi,Amanda Johnson,0.72,46.190414
688,Keep occur economy anyone group hope right.,romance,Amanda Johnson,1.8,76.837906
8750,Sure heavy image get.,documentary,Amanda Kane,2.78,42.510174
5657,Huge hot goal should education sure.,romance,Amanda Kelley,0.31,51.974834
3659,Matter manager radio tax move heavy.,documentary,Amanda King,1.98,50.923977
2747,Board mother ball site degree.,documentary,Amanda Knight,0.42,43.735397
1900,Between new bill ask single.,romance,Amanda Lambert,0.66,56.962032
7855,Base really word nothing effort alone.,scifi,Amanda Larsen,1.05,40.733147
8277,Lose different thousand national wear management.,comedy,Amanda Lee,2.96,44.751488
9289,Wish perhaps these leave understand.,romance,Amanda Lopez,0.47,75.0941
5586,Consumer feel society training he by protect.,romance,Amanda Love,2.38,52.683006
8467,Well actually drop stay only.,documentary,Amanda Lutz,3.12,49.166416
2906,Community spend computer college seven picture leave feel.,scifi,Amanda Montes,0.47,50.401024
70,Value go under fund help.,scifi,Amanda Morgan,0.87,54.656013
7060,Should bring to.,comedy,Amanda Murray,1.13,50.481033
2289,Special during agent kind skill class room.,documentary,Amanda Obrien,2.03,43.643646
3598,Hear artist upon next manager property seat interest.,romance,Amanda Parks,1.86,50.59065
5984,Gun responsibility agree challenge seek.,documentary,Amanda Perez,1.64,50.851585
7950,Young as three fund computer room think.,scifi,Amanda Perez,1.61,33.15578
3982,While worker hard adult condition save money.,romance,Amanda Peters,1.56,54.46858
9317,Trial anything run according.,romance,Amanda Powell,2.46,52.192455
4249,Become let positive.,documentary,Amanda Ramirez,2.76,40.792774
7012,Central I firm crime discuss protect research often.,comedy,Amanda Ramirez,1.86,31.683138
3438,Between involve share provide rate charge federal.,scifi,Amanda Richardson,0.49,40.930325
4841,Grow simply important Democrat chance.,romance,Amanda Roman,2.48,41.117653
854,Eat really onto ahead.,comedy,Amanda Saunders,1.42,50.451935
8826,Watch but space call.,romance,Amanda Sherman,2.05,56.023705
6247,Author together player expert.,documentary,Amanda Spence,0.77,56.632072
6887,Determine able nation first.,comedy,Amanda Stein,1.63,49.68558
8083,Rest card then relationship maintain add ago his.,comedy,Amanda Stephens,2.99,53.954067
3564,A raise enter animal.,scifi,Amanda Thompson,2.81,43.65851
3810,Question with claim.,documentary,Amanda Todd,0.67,56.690666
950,Season house sure discussion book spring grow.,documentary,Amanda Trevino,2.74,41.02778
5787,Year star single mission where discuss.,romance,Amanda Walker,1.76,43.918285
9013,Sister finally evidence hard lay.,romance,Amanda Walter,1.5,55.723854
9992,How party owner ready often get country.,documentary,Amanda Walters,1.63,48.596127
2562,Green only in however bank point.,scifi,Amanda Weeks,0.47,54.255833
8138,Maybe leg even.,comedy,Amanda Welch,1.87,41.02779
7172,Water maintain court require seek conference nothing.,romance,Amanda Whitney,0.86,56.01127
88,Most cell within.,scifi,Amanda Wilson,0.63,50.83185
466,Break possible probably guess husband can along remain.,scifi,Amanda Woods,1.77,39.349915
4622,Thing available room light first policy.,romance,Amanda Wright,0.99,30.685736
3253,Offer language evening direction.,documentary,Amber Allen,1.51,48.592793
5174,Probably as everybody information safe.,romance,Amber Bailey,1.33,52.302944
8593,Capital what also put medical almost better.,comedy,Amber Bartlett,2.12,62.871956
5983,Impact begin shoulder issue education.,romance,Amber Bennett,1.78,46.99894
6660,Type serve move thing continue.,documentary,Amber Benson,1.01,27.92495
9556,Require vote also good that.,documentary,Amber Bowen,0.78,38.59671
138,Race catch young law relate could.,romance,Amber Campbell PhD,0.96,35.510612
4704,Carry adult character conference maybe none feeling stay.,romance,Amber Carr,0.61,60.934277
5077,Hour score record reality not teacher gun.,comedy,Amber Crawford,0.87,49.702267
3377,Interview much paper least respond scene letter.,romance,Amber Dixon,0.42,56.690475
5706,Scene draw participant trial cut away.,scifi,Amber Garcia,1.94,58.03026
4505,Take important try reach.,romance,Amber Garcia,1.38,30.717854
4958,Though run develop natural.,romance,Amber Gonzales,3.18,47.69438
1355,In individual create might second strategy score.,romance,Amber Hicks,0.69,56.197124
9918,Special military government operation across tax.,romance,Amber Hill PhD,1.42,58.618668
9629,Example form alone thus nation military message.,documentary,Amber House,2.78,56.979836
1991,Way create plan gun kid can make.,romance,Amber Hughes,1.34,63.139576
2305,Accept energy design site.,scifi,Amber Hunter,2.03,53.106724
6985,Card nothing money future put spring.,documentary,Amber James,0.48,52.413944
5522,Decision least serious should home.,scifi,Amber James,1.5,64.0061
884,Simple mission now figure.,romance,Amber Jimenez,1.58,62.929356
425,Kind stage memory money.,scifi,Amber Johnson,1.85,44.844387
8176,Sister every start than.,documentary,Amber Mclean,1.93,43.68455
4391,Century although recently.,romance,Amber Monroe,0.9,52.248528
5364,Painting Republican give recently enter time together.,documentary,Amber Peters,1.19,51.6555
8444,Center if could growth what find.,documentary,Amber Rhodes,2.28,66.43722
4934,Suffer the realize.,scifi,Amber Rhodes,1.98,56.199757
6421,Include into commercial law.,documentary,Amber Rivers,0.95,54.622677
2638,Drop yard real attorney level.,documentary,Amber Schmitt,2.53,46.82792
84,Thousand region big anything.,scifi,Amber Schultz,0.69,40.070934
6095,Me without any north heavy wall.,comedy,Amber Shaffer,1.05,46.42279
2362,Culture so street none wish wind fire operation.,romance,Amber Taylor,0.26,46.739635
3770,Financial get professional else fine effect approach.,romance,Amber Walker,1.78,45.864773
2334,Cost around professor.,romance,Amber Ward,1.22,41.075317
8631,Record best success husband itself good pretty.,documentary,Amber Wilson,2.12,38.6896
6136,Day million brother.,scifi,Amy Adams,2.7,60.560463
413,Look six tell arm.,romance,Amy Alexander,1.56,63.129307
